date,ws,wd,rh,pres,solar,temp_mean,temp_max,temp_min,precip_sum,no,no2,nox,so2,casos_total,poblacio_total,incidencia_1000
2018-03-22,1.62916666666667,243.083333333333,46.1041666666667,976.883333333333,236.875,10.2895833333333,18.5,5.5,0,17.62,48.62,75.46,NA,26,13972,1.86086458631549
2018-03-23,2.29791666666667,284.229166666667,90.2916666666667,966.666666666667,28.6666666666667,6.57916666666667,8.4,4.3,36.1,20.21,39.83,70.46,NA,22,12043,1.82678734534584
2018-03-24,1.25208333333333,279.104166666667,76.5208333333333,977.49375,98.9791666666667,8.64375,11.6,6.2,2,4.17,27.04,33.17,NA,15,7550,1.98675496688742
2018-03-25,2.14375,298.416666666667,61.0833333333333,985.54375,251.4375,11.1958333333333,18.1,5.8,0,16.79,40.04,65.58,NA,6,3357,1.78731009830206
2018-03-26,1.58333333333333,292.833333333333,60.375,989.172916666667,231.833333333333,12.4666666666667,18.9,6.4,0,32.58,58.62,108.29,NA,35,19236,1.81950509461426
2018-03-27,1.47291666666667,236.75,56.7083333333333,984.0125,263.583333333333,15.9291666666667,22.6,10.1,0,63.62,45.96,142.96,NA,21,10831,1.93887914320007
2018-03-28,1.81458333333333,231.979166666667,70.125,978.883333333333,241.5,13.1041666666667,19.4,8.5,0,31.17,50.71,98.29,NA,30,13729,2.18515551023381
2018-03-29,2.275,289.770833333333,61.0208333333333,973.11875,245.583333333333,11.8520833333333,17.6,7.8,0,8.71,27.25,40.21,NA,20,9206,2.17249619813165
2018-03-30,4.59583333333333,314.1875,46.25,975.345833333333,261.270833333333,11.01875,15.4,7.3,0,1.83,15.25,17.58,NA,10,6458,1.54846701765252
2018-03-31,1.80416666666667,243.229166666667,49.1041666666667,985.854166666667,268.291666666667,11.7666666666667,17.7,6.2,0,3.33,19.92,24.46,NA,16,9736,1.64338537387017
2018-04-01,1.49791666666667,177.041666666667,68.6458333333333,981.10625,203.958333333333,12.1625,18.1,6.7,0,7.96,38.38,50.42,NA,7,4701,1.48904488406722
2018-04-02,0.93125,202.833333333333,74.5833333333333,978.179166666666,238.5,14.1125,20.7,9.2,0,25.38,59,97.79,NA,16,10469,1.52832171172032
2018-04-03,2.8875,282.395833333333,53.6666666666667,980.575,278.729166666667,15.7979166666667,20.4,10.4,0,21.21,30.54,62.67,NA,42,20138,2.08560929585858
2018-04-04,1.58541666666667,202.9375,60.2708333333333,988.30625,268.770833333333,13.9104166666667,21.3,8.7,0,26.67,47,87.46,NA,18,10984,1.63874726875455
2018-04-05,1.76041666666667,171.416666666667,72.6666666666667,985.297916666667,212.166666666667,12.9145833333333,18.7,7.7,0.2,33.91,50.41,102.05,NA,36,19718,1.82574297596105
2018-04-06,3.5375,113.645833333333,74.8541666666667,979.679166666667,92.2083333333333,12.79375,15.4,10,0,3.54,27.38,32.79,NA,25,13259,1.88551172788295
2018-04-07,1.71458333333333,254.104166666667,83.7083333333333,974.40625,58.8125,11.4520833333333,12.8,9.7,9.9,2.71,20.54,24.62,NA,14,8578,1.63208207041268
2018-04-08,2.07291666666667,217.604166666667,73.9375,976.802083333333,267.354166666667,11.6333333333333,17.8,6.8,0.8,26.54,28.71,69.04,NA,10,6144,1.62760416666667
2018-04-09,3.07083333333333,211.145833333333,71.4375,973.1125,196.770833333333,10.5020833333333,15.3,6.1,11.5,28.12,43.17,86.04,NA,28,17235,1.62460110240789
2018-04-10,4.07291666666667,126.770833333333,83.7916666666667,964.04375,148.520833333333,9.56041666666667,12,7.2,30.6,10.83,51.96,68.46,NA,20,11044,1.81093806591815
2018-04-11,1.49583333333333,272.416666666667,70.875,970.960416666667,255.979166666667,11.4145833333333,18.4,6.7,0,17.71,39.25,65.79,NA,32,18929,1.69052776163559
2018-04-12,1.7,150.979166666667,92.4791666666667,978.902083333333,49.875,10.8916666666667,12.6,7.9,9,30.09,61.23,107.05,NA,25,16189,1.54425844709371
2018-04-13,0.670833333333333,179.645833333333,90.7083333333333,985.672916666667,40.375,11.3708333333333,12.3,10.4,15.1,9.71,42.04,56.58,NA,33,16329,2.02094433216976
2018-04-14,1.71666666666667,294.3125,57.1041666666667,983.185416666667,271.083333333333,16.4208333333333,22.1,11.5,0,6.12,28.33,37.67,NA,4,2452,1.63132137030995
2018-04-15,1.36041666666667,227.791666666667,75.9166666666667,984.93125,97.5208333333333,13.6375,16.6,11.8,1,41.08,54.58,117.12,NA,4,1505,2.6578073089701
2018-04-16,2.36041666666667,267.291666666667,63.75,992.220833333333,298.6875,17.5729166666667,24.2,13.2,0,30.58,53.67,100.25,NA,37,17245,2.14554943461873
2018-04-17,1.325,215.291666666667,58.125,995.216666666667,296.770833333333,18.19375,25.3,12.9,0,38.75,57.25,116.29,NA,24,14875,1.61344537815126
2018-04-18,1.69791666666667,195.833333333333,62.0416666666667,994.783333333333,291.5625,16.6791666666667,22.3,11.7,0,50.62,54.92,132.42,NA,17,10748,1.58168961667287
2018-04-19,1.61875,211.875,62.9583333333333,992.741666666667,294.8125,16.8208333333333,22.5,11,0,35.75,59.96,114.54,NA,28,16913,1.65553124815231
2018-04-20,1.62708333333333,232.708333333333,53.0416666666667,990.10625,302.020833333333,18.7,24.7,12.8,0,18.5,44.58,72.88,NA,17,10174,1.67092588952231
2018-04-21,2.13541666666667,279.541666666667,51.3333333333333,988.170833333333,264.375,18.8479166666667,25.4,14.6,0,7.58,37.12,48.5,NA,4,3740,1.06951871657754
2018-04-22,1.21041666666667,198.270833333333,56.5625,989.208333333333,242.833333333333,18.65625,24.9,14.2,0,30.04,69.71,115.83,NA,14,10348,1.35291843834557
2018-04-23,1.41666666666667,214.958333333333,58.0208333333333,989.008333333334,282.395833333333,18.91875,25.3,13.8,0,41.29,63.29,126.25,NA,36,19191,1.87587931843051
2018-04-24,1.71458333333333,207.0625,61.3125,987.777083333333,281.4375,19.0166666666667,27.3,14.2,0,30.33,50.33,96.5,NA,35,15973,2.19119764602767
2018-04-25,1.9,247.375,66.125,986.1375,300.020833333333,17.96875,24.5,14.6,0,20.05,39.05,69.36,NA,35,17677,1.97997397748487
2018-04-26,1.76458333333333,225.645833333333,73.7083333333333,982.504166666667,277.375,17.5145833333333,25.9,12.7,0.8,15.21,43.12,66.21,NA,27,13733,1.96606713755188
2018-04-27,2.0375,196,79.0208333333333,980.7875,246.9375,16.5270833333333,21,12.5,0.1,7.67,27.25,39,NA,19,8636,2.20009263547939
2018-04-28,2.7125,225.354166666667,75.5625,977.10625,142.083333333333,13.5895833333333,17.1,9.1,4.7,7.62,23.04,34.62,NA,9,7499,1.20016002133618
2018-04-29,2.43125,277.229166666667,55.5833333333333,982.1875,259.020833333333,13.10625,19.5,8.5,0,20.12,27.08,57.92,NA,18,9738,1.84842883548983
2018-04-30,1.17916666666667,200.708333333333,78.3958333333333,983.25625,147.8125,9.83541666666667,16.2,7,5,4.58,30.75,37.54,NA,22,10990,2.00181983621474
2018-05-01,1.6375,281.479166666667,59.625,980.879166666667,338.3125,13.5458333333333,21.1,5.9,0,14.67,41.21,63.67,NA,8,4085,1.95838433292534
2018-05-02,1.47083333333333,265.1875,68.5833333333333,979.435416666667,208.604166666667,14.9333333333333,21.2,10.1,1.1,27.79,43.04,85.54,NA,44,25481,1.72677681409678
2018-05-03,1.49375,281.5,61.5,981.977083333333,116.458333333333,14.4333333333333,18.7,10.7,0.2,15.21,36.58,59.67,NA,21,9970,2.10631895687061
2018-05-04,0.995833333333333,281.291666666667,71.4166666666667,985.8125,96.6875,15.65625,19.7,13.2,1.8,6.58,32.54,42.46,NA,28,15799,1.77226406734603
2018-05-05,0.9375,235.145833333333,77.0208333333333,987.202083333333,161.541666666667,16.3916666666667,22.6,13.6,3.6,12.96,36.62,56.12,NA,17,12403,1.37063613641861
2018-05-06,1.14375,236.645833333333,73.1875,984.745833333333,212.854166666667,18.6833333333333,24.3,15.2,0,19.96,47.17,77.67,NA,11,7691,1.43024314133403
2018-05-07,1.10416666666667,216.645833333333,81.5208333333333,981.395833333333,177.541666666667,17.46875,23.9,13.8,3.9,38.04,53.21,111.33,NA,35,15982,2.18996370917282
2018-05-08,1.59166666666667,252.104166666667,80.4583333333333,979.745833333333,204.916666666667,16.5104166666667,23.2,13.5,2.6,8.29,38.08,50.67,NA,17,10765,1.57919182535996
2018-05-09,1.93541666666667,174.520833333333,81.6041666666667,984.9125,175.4375,15.9708333333333,20,13.1,0.3,29.12,27.5,71.88,NA,30,19135,1.56780768225764
2018-05-10,1.79583333333333,267.958333333333,77.0416666666667,987.25625,335.3125,17.0125,22.2,12.4,0,1.44,11.11,12.78,NA,25,13816,1.80949623624783
2018-05-11,1.64375,219.458333333333,87.3958333333333,984.183333333333,79.7291666666667,15.4479166666667,19.1,11.8,7.2,11.12,30.33,47.08,NA,30,14634,2.050020500205
2018-05-12,1.89375,265.729166666667,61.7083333333333,985.247916666667,276.916666666667,12.5333333333333,19,7.5,3.1,2.62,17.71,20.96,NA,3,1963,1.52827305145186
2018-05-13,2.075,228.520833333333,57.2291666666667,985.585416666666,269.5625,13.0979166666667,19.4,8.4,0,19.38,42.75,72.21,NA,7,5762,1.21485595279417
2018-05-14,1.65833333333333,279.770833333333,60.3958333333333,985.8875,318.041666666667,15.7958333333333,23.8,8.8,0,12.62,43,62.04,NA,31,14586,2.12532565473742
2018-05-15,1.44166666666667,239.895833333333,61.6875,986.26875,296.5625,17.3083333333333,23.5,11.9,0,20.12,51.71,82.25,NA,20,12630,1.58353127474268
2018-05-16,2.19166666666667,225.1875,58.8333333333333,986.216666666666,311.3125,18.1875,25,13.4,0.3,18.67,43.92,72.21,NA,38,18589,2.04421969982248
2018-05-17,1.76041666666667,208.8125,66.6458333333333,986.925,248.1875,17.8145833333333,21.5,13.8,0,19.12,51.33,80.38,NA,14,10532,1.32928218761869
2018-05-18,1.5375,227,62.7291666666667,986.441666666667,268.958333333333,18.6645833333333,24.6,12.8,0.3,15.42,38.08,61.58,NA,35,17968,1.94790739091719
2018-05-19,1.35625,225.229166666667,64.6041666666667,984.695833333333,279.229166666667,18.5145833333333,25.6,13.2,0,6.17,26.33,35.71,NA,6,3779,1.58772161947605
2018-05-20,1.56041666666667,205.625,62.7708333333333,982.372916666667,324.291666666667,18.1291666666667,23.9,13.3,0,19.38,40.33,69.71,NA,4,2499,1.60064025610244
2018-05-21,1.27083333333333,205.5625,70.6875,984.3625,204.5625,18.0541666666667,23.7,14.4,0.1,12.08,55.12,73.5,NA,30,12610,2.37906423473434
2018-05-22,1.48333333333333,231.416666666667,69.625,987.510416666667,302.395833333333,19.5458333333333,27,13.2,0,21.62,45.33,78.33,NA,33,14613,2.25826319031
2018-05-23,2.00833333333333,210.479166666667,61.2083333333333,987.095833333333,332.8125,20.3979166666667,27.3,15.5,0,21.83,51.08,84.25,NA,32,18036,1.7742293191395
2018-05-24,2.64375,154.270833333333,61.375,985.316666666667,299.958333333333,19.4666666666667,25.1,14.8,0.2,23.21,51.08,86.38,NA,17,11984,1.41855807743658
2018-05-25,2.5,110.875,81.6666666666667,985.110416666667,180.25,18.475,21.7,16.3,1.8,3.5,22.58,27.62,NA,27,15905,1.69757937755423
2018-05-26,2.30208333333333,128.479166666667,73.2916666666667,982.79375,263.770833333333,19.4395833333333,23.9,16.1,0,3.08,25.17,29.79,NA,8,5986,1.33645172068159
2018-05-27,2.15208333333333,164.541666666667,76.4583333333333,983.810416666667,234.875,19.1979166666667,22.9,17,0.1,10.36,37.73,53.41,NA,3,2449,1.22498979175174
2018-05-28,1.62708333333333,215.708333333333,69.875,984.777083333334,307.458333333333,20.4166666666667,25,16.7,0,2.21,14.71,17.71,NA,34,16596,2.04868643046517
2018-05-29,2.03333333333333,219.666666666667,72.875,983.297916666667,233.541666666667,18.9395833333333,23,15.9,0,18.75,36.5,64.92,NA,20,12362,1.61786118751011
2018-05-30,2.03958333333333,207.875,69.375,987.233333333333,282.5625,19.1229166666667,24.3,14.2,0,13.12,40.54,60.29,NA,26,13962,1.86219739292365
2018-05-31,1.91458333333333,200.9375,73,989.5125,322.5,19.8833333333333,26.6,15.3,1,16.42,42.5,67.25,NA,35,17686,1.97896641411286
2018-06-01,1.57916666666667,219.125,73.7708333333333,987.958333333333,227.479166666667,18.98125,23.2,15.5,0,10.38,34.5,50.12,NA,21,13095,1.60366552119129
2018-06-02,0.583333333333334,190.645833333333,92.5,984.6375,57.9375,16.5645833333333,18.7,14.4,19.2,6.54,34.88,44.75,NA,2,1552,1.28865979381443
2018-06-03,1.48958333333333,229.6875,77.1875,982.133333333333,343.083333333333,19.2270833333333,24.8,13.2,0.1,14.38,42.67,64.46,NA,7,4463,1.56845171409366
2018-06-04,1.45833333333333,201.083333333333,77.4375,980.816666666666,206.229166666667,18.70625,22.9,14.8,1.7,16.42,38.83,63.88,NA,20,10671,1.87423859057258
2018-06-05,0.745833333333334,190.020833333333,90.7291666666667,983.360416666667,123.270833333333,16.4270833333333,19.5,13.7,44,13.79,39.33,60.38,NA,19,10818,1.75633203919394
2018-06-06,1.14791666666667,236.416666666667,87.8333333333333,985.514583333334,179.5625,16.75625,22.3,13.4,31.8,19.58,39,69.08,NA,31,16705,1.85573181682131
2018-06-07,1.19166666666667,226.270833333333,69.75,984.339583333333,315.354166666667,20.5375,26.8,14.1,0,29.46,40.5,85.71,NA,14,7862,1.78071737471381
2018-06-08,1.79791666666667,263.833333333333,55.2083333333333,983.775,286.875,21.70625,26.8,17.4,0,6.38,22.79,32.42,NA,23,12302,1.86961469679727
2018-06-09,1.90416666666667,191.854166666667,65.1041666666667,981.55,247.166666666667,21.0520833333333,27.7,17.3,0.2,4.21,27.5,33.79,NA,9,7606,1.18327636076781
2018-06-10,1.84583333333333,268.229166666667,63.875,980.177083333334,331.6875,22.0729166666667,28,17.4,0,7.96,28.71,40.33,NA,3,2382,1.25944584382872
2018-06-11,2.13958333333333,256.208333333333,60.9166666666667,981.30625,221.916666666667,21.0895833333333,24.6,17.8,0,5.05,20.09,27.5,NA,20,12553,1.59324464271489
2018-06-12,1.82291666666667,271.4375,60.0416666666667,982.63125,291.541666666667,20.9,27.7,15.5,0,3.46,22.5,27.96,NA,16,8674,1.84459303666129
2018-06-13,2.00625,230.520833333333,62.375,984.10625,327.083333333333,20.3729166666667,25.8,16,0,10.46,40.58,56.54,NA,25,13409,1.86441941979268
2018-06-14,1.36666666666667,236.125,58.7083333333333,985.108333333334,282.8125,20.6375,25.5,15.6,0,14.12,42.29,63.75,NA,11,7199,1.52798999861092
2018-06-15,1.40208333333333,233.833333333333,61.125,986.239583333333,342.166666666667,21.7020833333333,27.3,15.6,0,7.58,30.42,42.04,NA,18,11095,1.62235241099594
2018-06-16,1.7875,223.583333333333,64.4166666666667,989.308333333333,301.708333333333,21.1520833333333,26.8,16.7,0,5.5,26.38,34.71,NA,14,9640,1.45228215767635
2018-06-17,1.71666666666667,250.916666666667,59.875,990.5,351.520833333333,22.43125,29.8,16.3,0,15.38,42.21,65.46,NA,7,5066,1.38176075799447
2018-06-18,1.73333333333333,276.625,53.0625,990.741666666667,350.4375,23.3729166666667,29.6,17.7,0,18.12,46.92,74.38,NA,18,10230,1.75953079178886
2018-06-19,1.78333333333333,196.25,52.7708333333333,989.55,350.5625,24.2291666666667,29.5,19,0,19.54,51.88,81.79,NA,16,9988,1.60192230676812
2018-06-20,1.61458333333333,222.854166666667,42.2083333333333,987.985416666667,344.6875,25.8145833333333,32.2,18.1,0,22.25,62.33,96.21,NA,22,12221,1.8001800180018
2018-06-21,2.32708333333333,215.375,51.5625,987.366666666667,330.458333333333,25.6458333333333,32.9,21.3,0,17.12,43.25,69.21,NA,5,3348,1.49342891278375
2018-06-22,2.4625,217.0625,68.625,988.839583333333,325.5,21.8833333333333,25.6,19,0,5.62,25,33.54,NA,23,10306,2.23170968367941
2018-06-23,2.01875,202.020833333333,62.6875,987.585416666667,315.729166666667,22.275,26.6,17.8,0,3.46,26.71,31.92,NA,3,2696,1.11275964391691
2018-06-24,2.12083333333333,193.4375,61.5208333333333,987.097916666667,345.5625,22.7416666666667,27.2,18.5,0,12.52,45.35,64.48,NA,11,7977,1.37896452300364
2018-06-25,2.12916666666667,208.0625,61.5625,988.1875,325.541666666667,23.50625,27.6,19.6,0,14,48.71,69.92,NA,25,14653,1.7061352624036
2018-06-26,1.60208333333333,279.6875,60.625,986.1375,303.6875,24.8729166666667,31.4,19.7,0,14.17,34.25,55.79,NA,24,14505,1.65460186142709
2018-06-27,1.55208333333333,217.25,69.8541666666667,982.43125,253.458333333333,24.0145833333333,30.9,18.6,1.1,12.33,40.71,59.38,NA,15,7461,2.01045436268597
2018-06-28,2.06666666666667,189.666666666667,71.3541666666667,982.108333333333,335.270833333333,22.8604166666667,27.7,18.3,0,10.67,37.21,53.42,NA,12,6759,1.77541056369285
2018-06-29,1.99375,197.729166666667,56.8958333333333,981.325,344.9375,23.6833333333333,30.1,18.2,0,8.21,34.08,46.71,NA,4,1810,2.20994475138122
2018-06-30,1.88958333333333,198.6875,69.125,980.729166666667,339.145833333333,23.4125,29.3,17.9,0,5.04,30.71,38.33,NA,7,4660,1.50214592274678
2018-07-01,1.6625,208.479166666667,75.4583333333333,983.108333333333,324.916666666667,24.4604166666667,29.6,19.3,0,15,38.17,61.04,NA,5,3788,1.31995776135164
2018-07-02,1.71875,231.6875,57.2708333333333,985.94375,346.916666666667,26.2,33.5,19.9,0,16.83,35.79,61.42,NA,16,9855,1.62354134956875
2018-07-03,2.08541666666667,218.020833333333,58.5833333333333,985.275,357.75,24.7479166666667,30.4,18.6,0,20.38,46.21,77.25,NA,12,8063,1.48827979660176
2018-07-04,2.47083333333333,216.354166666667,69.6458333333333,987.54375,308.1875,23.7729166666667,31.1,19.6,0,7.75,27.38,39.12,NA,14,11417,1.22624156958921
2018-07-05,2.04375,231.625,68.4583333333333,990.347916666667,277.041666666667,23.6083333333333,28.7,19.9,0,4.04,20.33,26.5,NA,15,11992,1.25083388925951
2018-07-06,1.4625,227.604166666667,70.0208333333333,989.516666666667,313.020833333333,25.16875,31.9,19.9,0,6,27.21,36.29,NA,6,4037,1.48625216745108
2018-07-07,1.98333333333333,208.1875,54.2916666666667,988.925,329.145833333333,25.9270833333333,31.1,19.8,0,3.29,30,35.12,NA,3,1241,2.4174053182917
2018-07-08,1.74166666666667,201.666666666667,56.3333333333333,987.66875,327.145833333333,26.9958333333333,34.3,20.8,0.1,13,43.05,62.86,NA,12,6998,1.71477565018577
2018-07-09,1.49791666666667,215.979166666667,65.3958333333333,986.1625,320.895833333333,25.9145833333333,33.2,20.3,0,5.54,26.58,34.88,NA,12,7203,1.66597251145356
2018-07-10,2.26666666666667,197.583333333333,71.7291666666667,984.9375,278.375,24.16875,28.3,20,0.2,14.12,37.29,58.79,NA,5,3240,1.54320987654321
2018-07-11,2.13958333333333,169.333333333333,61.375,985.835416666666,329.416666666667,24.325,31.2,19.9,0,5.12,36.29,43.96,NA,11,7270,1.5130674002751
2018-07-12,1.63958333333333,194.520833333333,52.5625,987.827083333333,231.229166666667,24.35,30.9,18.9,0,15.25,58.12,81.17,NA,18,11757,1.53100280683848
2018-07-13,1.87708333333333,226.583333333333,43.8333333333333,986.6,334.458333333333,26.5020833333333,32.5,20,0,9.21,48,61.83,NA,13,8264,1.5730880929332
2018-07-14,1.96041666666667,210.5625,64.1458333333333,984.70625,326.833333333333,25.8625,31.1,20.1,0,4.71,31.5,38.42,NA,1,773,1.29366106080207
2018-07-15,1.65833333333333,254,76.1458333333333,983.320833333333,213.979166666667,23.5645833333333,31.1,20.3,17.6,11.04,34.83,51.46,NA,3,1990,1.50753768844221
2018-07-16,2.19791666666667,203.291666666667,66.1458333333333,987.845833333333,317.229166666667,24.225,28.6,20.5,0,7.57,35.7,47,NA,10,5913,1.69118890580078
2018-07-17,1.85625,215.041666666667,61.7291666666667,986.139583333333,312.9375,24.9375,30.3,19.2,0,19.71,46.92,76.88,NA,17,7322,2.32177000819448
2018-07-18,1.7375,214,62.3541666666667,985.560416666667,337.833333333333,25.65,31.4,20.2,0,16.96,44.83,70.58,NA,10,6066,1.64853280580284
2018-07-19,1.8125,208.666666666667,57.6041666666667,983.6125,311.8125,25.1270833333333,31.5,19.2,0,20.04,48.46,79.25,NA,14,9897,1.41457007173891
2018-07-20,1.49791666666667,238.833333333333,68.0208333333333,984.40625,231.125,23.6,29.1,20.5,0.2,2.83,16.33,20.71,NA,11,8446,1.30239166469335
2018-07-21,1.09583333333333,223.666666666667,73.1041666666667,985.672916666667,211.4375,22.50625,27.7,18.5,2.1,4.67,25.54,32.38,NA,10,7986,1.25219133483596
2018-07-22,1.44166666666667,227.208333333333,70.7291666666667,986.185416666667,331.145833333333,24.5270833333333,32.6,17.8,0,17.54,27.46,54.21,NA,8,5189,1.54172287531316
2018-07-23,1.74791666666667,229.375,72.1666666666667,984.55,325.729166666667,25.525,32,20.9,0,16.5,33.75,58.79,NA,9,4971,1.81050090525045
2018-07-24,1.70625,217.8125,53.3541666666667,985.210416666666,298.916666666667,25.9791666666667,33.5,19.6,0,12.54,40.21,59.17,NA,15,10178,1.47376694831991
2018-07-25,1.54375,232.833333333333,41.6458333333333,983.677083333333,336.958333333333,27.5458333333333,36,21.1,0,15.58,39.08,62.71,NA,15,8800,1.70454545454545
2018-07-26,1.56041666666667,256.145833333333,55.0833333333333,982.904166666667,315.791666666667,27.3395833333333,35.2,21,0,15.33,37.67,61.04,NA,19,8954,2.12195666741121
2018-07-27,1.75208333333333,184.416666666667,72.1666666666667,983.43125,302.583333333333,25.9395833333333,33.2,21.3,0,9.79,34.46,49.25,NA,14,9943,1.40802574675651
2018-07-28,1.325,192.270833333333,74.6458333333333,984.410416666667,308.770833333333,26.4395833333333,33.4,20.8,0,5.92,24.25,33.17,NA,9,4660,1.931330472103
2018-07-29,1.84375,197.041666666667,66.3541666666667,985.829166666667,321.916666666667,26.7229166666667,32.4,21.5,0,17.83,38.62,65.79,NA,11,8070,1.36307311028501
2018-07-30,1.80625,216.270833333333,55.8333333333333,986.204166666667,328.208333333333,27.7,34.3,21.9,0,20.75,51.96,83.62,NA,17,7493,2.26878419858535
2018-07-31,1.88125,233.354166666667,53.375,987.447916666667,317.229166666667,28.4875,34.3,22.1,0,18.96,54.96,84,NA,11,7700,1.42857142857143
2018-08-01,1.95625,232.395833333333,52.2291666666667,988.091666666667,316.8125,29.0354166666667,34.6,23.7,0,20.58,60.04,91.54,NA,15,8570,1.75029171528588
2018-08-02,2.33958333333333,217.541666666667,46.2291666666667,987.40625,311.104166666667,29.5854166666667,35.3,24.3,0,17.92,62.62,89.92,NA,11,6571,1.67402221884036
2018-08-03,1.82916666666667,237.125,45.3958333333333,986.845833333333,287.166666666667,30.9354166666667,38.6,26.1,0,6.29,44.79,54.38,NA,7,5486,1.2759752096245
2018-08-04,2.06666666666667,222.458333333333,44.8958333333333,986.46875,285.125,29.9583333333333,36.6,25.2,0,2.83,36.54,40.62,NA,4,3080,1.2987012987013
2018-08-05,2.23125,213.083333333333,57.6666666666667,985.683333333333,285.895833333333,28.3979166666667,34,23.9,0,9,49.86,63.73,NA,7,4871,1.43707657565182
2018-08-06,1.79583333333333,214.375,71.3333333333333,984.20625,275.104166666667,27.43125,32.6,23.3,0.1,7.88,27.12,39.21,NA,15,8461,1.7728400898239
2018-08-07,1.87708333333333,201.916666666667,73.2916666666667,984.9125,214.25,26.4583333333333,30.1,22.3,0.4,12.29,40.79,59.46,NA,11,4132,2.6621490803485
2018-08-08,1.27291666666667,237.625,85.2916666666667,986.385416666667,111.208333333333,23.3958333333333,29.8,19.3,7.1,14.58,37.88,60.12,NA,12,10409,1.15284849649342
2018-08-09,1.69791666666667,215.875,69.5833333333333,993.072916666667,228.145833333333,22.7166666666667,27.5,18.5,0,8.92,31.75,45.42,NA,19,10448,1.81852986217458
2018-08-10,2.08541666666667,193.5,69.6458333333333,992.004166666667,287.791666666667,24.1104166666667,29.6,19.1,0,8.67,29.92,43.21,NA,15,5697,2.63296471827278
2018-08-11,1.71458333333333,227.541666666667,70.5416666666667,986.983333333333,209.791666666667,25.88125,32.5,22,0,5.08,17.83,25.38,NA,3,1638,1.83150183150183
2018-08-12,2.16666666666667,171.0625,70.0416666666667,984.022916666667,235.125,25.2145833333333,29.3,21,0,7.38,38.83,50,NA,2,1012,1.97628458498024
2018-08-13,1.9125,233.583333333333,78,987.208333333333,253.125,23.1645833333333,28.5,19.3,7.1,7.71,19.17,30.92,NA,17,7788,2.18284540318439
2018-08-14,1.71666666666667,228.166666666667,69.4791666666667,988.23125,268.104166666667,24.2229166666667,29.3,20.2,0.1,2.67,13.5,17.54,NA,6,4204,1.42721217887726
2018-08-15,1.70416666666667,249.25,71.3125,986.129166666667,272.083333333333,25.1604166666667,31.7,20.4,0,11.83,23.21,41.21,NA,14,9630,1.45379023883697
2018-08-16,1.40208333333333,242.020833333333,83.4375,987.51875,119.875,20.925,29.2,16.3,87.3,5.62,31.79,40.46,NA,7,3857,1.81488203266788
2018-08-17,1.52291666666667,249.541666666667,66.4583333333333,989.720833333333,261.1875,21.98125,27.5,17.5,0,3.58,21.42,26.79,NA,9,4738,1.89953566905867
2018-08-18,1.51041666666667,242.645833333333,56.7291666666667,989.975,284.333333333333,25.0458333333333,32.6,18.9,0,4.92,26.42,33.83,NA,7,4385,1.5963511972634
2018-08-19,1.39166666666667,257.520833333333,53.4375,988.125,287.125,26.3354166666667,34.5,21.4,0,12.33,39.33,57.92,NA,2,1976,1.01214574898785
2018-08-20,1.69166666666667,225.333333333333,52.0625,986.979166666667,268.5625,26.0125,32.8,20.8,0,8.21,37.88,50.21,NA,15,8638,1.73651308173188
2018-08-21,1.55833333333333,219.125,51.5416666666667,986.9,289.125,25.98125,33,20.7,0,15,47.43,70.39,NA,8,3941,2.02994163917787
2018-08-22,1.26458333333333,239.166666666667,58.8958333333333,986.40625,249.770833333333,25.725,32.8,20.6,0,7.46,39.42,50.5,NA,12,6937,1.729854403921
2018-08-23,1.74583333333333,255.041666666667,64.6875,985.922916666666,256.1875,24.3729166666667,31.7,20.2,0,8.21,34.12,46.38,NA,11,8025,1.37071651090343
2018-08-24,2.15625,202.541666666667,69.625,985.541666666667,154.25,21.64375,25.9,19.5,0,2.88,18.42,22.88,NA,17,8026,2.11811612260155
2018-08-25,1.98125,200,77.25,986.141666666667,219.395833333333,21.5041666666667,26,18.3,0.8,1.67,9.88,12.42,NA,1,973,1.02774922918808
2018-08-26,1.47916666666667,232.1875,81.2083333333333,987.125,192.770833333333,23.2958333333333,28,19.1,0,14.67,32.79,55.08,NA,11,6367,1.7276582377886
2018-08-27,1.54166666666667,260.208333333333,76.8958333333333,987.125,230.291666666667,24.7479166666667,31.1,20.5,0,16.75,26,51.46,NA,9,3892,2.31243576567318
2018-08-28,2.01041666666667,207.875,72.9583333333333,987.679166666667,203.020833333333,24.3229166666667,30.1,20.2,0.2,9.92,35.33,50.38,NA,25,12651,1.97612836929887
2018-08-29,1.86666666666667,210.354166666667,71.8958333333333,989.325,217.375,24.625,29.7,20.2,0.3,5.12,27.71,35.46,NA,13,7500,1.73333333333333
2018-08-30,1.32916666666667,164.291666666667,92.5416666666667,989.329166666667,64.3541666666667,20.6041666666667,21.8,19.1,20.3,12.5,38.38,57.46,NA,6,2628,2.28310502283105
2018-08-31,1.8875,203.541666666667,82.875,989.372916666667,142.9375,21.4166666666667,24,19.2,0,6.46,27.62,37.38,NA,10,6827,1.46477222791856
2018-09-01,1.50208333333333,194.8125,76.9791666666667,987.033333333333,218.979166666667,22.8854166666667,26.8,19.5,0,3.79,27.54,33.08,NA,8,6248,1.28040973111396
2018-09-02,1.72291666666667,194.916666666667,83.0416666666667,984.395833333333,175.229166666667,23.4020833333333,27.9,20.5,0.5,6.29,32.71,42.33,NA,4,2132,1.87617260787993
